symbol,close,open,high,low,volume
WELCORP.NS,1650.6,1668.4,1671,1645,382124
WELSPUNLIV.NS,155.94,160.31,160.6,155.21,1448002
WHIRLPOOL.NS,802.9,810.1,812,797,226404
WIPRO.NS,183.65,184.85,185.24,180.83,18762810
WOCKPHARMA.NS,1959.7,1904,1966,1888.1,650123
YESBANK.NS,22.77,22.54,22.85,22.48,37775562
ZEEL.NS,114.55,113.1,117.32,112.4,61736966
ZENSARTECH.NS,507.95,524.7,524.7,503.45,1580438
ZENTEC.NS,1624.2,1615.4,1668.4,1609.7,357485
ZFCVINDIA.NS,2417.9,2382,2425.4,2366.1,134440
ZYDUSLIFE.NS,1126.8,1124.9,1134.3,1117.7,721020
ABDL.NS,619.5,654,654,613.7,338507
ACUTAAS.NS,3104.9,3225,3232.9,3062.1,904413
ANTHEM.NS,809.2,784.1,819,783.05,981739
ANURAS.NS,1207.8,1214,1217.9,1205,143529
BELRISE.NS,236.73,233.5,243.1,231.79,9507182
CANHLIFE.NS,146.45,147.7,149.06,145.84,210259
CARTRADE.NS,2719.6,2785.1,2785.7,2705,387704
CEMPRO.NS,1367.8,1370,1380.3,1333,464719
CIEINDIA.NS,408.6,412,416.35,408,422714
CPPLUS.NS,3391,3259.9,3422,3259.9,180648
EMMVEE.NS,317.6,310,319.7,306.75,2624860
GABRIEL.NS,1441.8,1403.8,1449.4,1396,286900
GALLANTT.NS,614.6,587.7,614.6,572.25,124690
GROWW.NS,194.37,193.3,198.85,193.2,21037350
HDBFS.NS,686.35,681.15,689.85,673.9,892196
ICICIAMC.NS,3115.9,3052,3129.6,3052,149478
JAINREC.NS,348.2,345.25,352.8,342.25,1838811
JSWCEMENT.NS,133.1,131.43,133.36,131.11,819457
LENSKART.NS,561.4,566,573,558.5,3900737
LGEINDIA.NS,1490.5,1505,1513.8,1484.8,383211
MEESHO.NS,182.19,182.15,183.49,180.02,3652379
PARADEEP.NS,147.33,153.7,154.09,144.58,14256750
PINELABS.NS,138.97,141,143.5,138.29,40429689
PIRAMALFIN.NS,2055.5,2038,2095.1,2033.1,260962
PWL.NS,124.89,126,127.68,124.17,3016805
SJVN.NS,68.62,68.84,69.4,67.56,5494583
SPLPETRO.NS,713.15,700.05,717.8,696.05,132350
TATACAP.NS,365.4,360.9,367,358,1720703
TEGA.NS,1485.5,1485,1505.1,1475,106121
TENNIND.NS,537.95,539.8,543.95,535,615025
TRAVELFOOD.NS,1302.9,1296.8,1309,1258,16635
URBANCO.NS,129.39,131.79,131.94,128.7,1240274
ZYDUSWELL.NS,577.55,571.4,581.2,557.05,460725
JSWDULUX.NS,2938.8,2953.1,2953.1,2927.1,3597
ARE&M.NS,51.45000076,52.06000137,52.63000107,51.20000076,1559200
GUJENERGY.NS,274.5,276,277.45,270.45,912223
GVT&D.NS,4323.299805,4350,4410,4302.1,1412647
J&KBANK.NS,156,154.3999,157.24,153.1999,4737115
LTM.NS,4362.100098,4385.100098,4385.100098,4284,253082
OFSS.NS,11186,11100,11270,10882,294348
M&M.NS,3398.5,3379.8999,3457,3243.3,6131873
M&MFIN.NS,385.75,393.899,401,384.25,3831202
